web-scraper-order,web-scraper-start-url,liens,liens-href,marque_model,annee,kilometrage,boite de vitesse,carburant,prix,reference,adresse de vente,proprietaire
"1720698653-87","https://dakar-auto.com/senegal/voitures-4?&page=96","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/prado/annonce-136549","Toyota Prado 2014 Dakar","Année: 2014","80276 km","Automatique","Essence","26 000 000 F CFA","Ref.: 136549","Liberté 6","Touba Taiba Automobile"
"1720698656-88","https://dakar-auto.com/senegal/voitures-4?&page=96","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/tucson/annonce-136548","Hyundai Tucson 2007 Dakar","Année: 2007","110000 km","Manuelle","Diesel","3 100 000 F CFA","Ref.: 136548","Médina","Ibrahima Thiam"
"1720698658-89","https://dakar-auto.com/senegal/voitures-4?&page=96","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x5/annonce-136550","Bmw X5 2019 Dakar","Année: 2019","30000 km","Automatique","Essence","29 000 000 F CFA","Ref.: 136550","Yoff","MAX AUTO"
"1720698661-90","https://dakar-auto.com/senegal/voitures-4?&page=96","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/santa-fe/annonce-136547","Hyundai Santa Fe 2015 Dakar","Année: 2015","94000 km","Automatique","Essence","8 950 000 F CFA","Ref.: 136547","Médina","Ibrahima Thiam"
"1720698675-91","https://dakar-auto.com/senegal/voitures-4?&page=96","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/kia/sportage/annonce-136554","Kia Sportage 2008 Dakar","Année: 2008","135370 km","Manuelle","Essence","4 000 000 F CFA","Ref.: 136554","Gueule-Tapée, Fass, Colobane","Ndéné NDIAYE"
"1720698677-92","https://dakar-auto.com/senegal/voitures-4?&page=96","1","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/nissan/juke/annonce-136558","Nissan Juke 2014 Dakar","Année: 2014","1 km","Automatique","Essence","6 000 000 F CFA","Ref.: 136558","Mbao","Mamy ."
"1720698680-93","https://dakar-auto.com/senegal/voitures-4?&page=96","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/207/annonce-136557","Peugeot 207 2008 Dakar","Année: 2008","92256 km","Manuelle","Essence","2 500 000 F CFA","Ref.: 136557","Saint-Louis","Ndeye mane diouf"
"1720698683-94","https://dakar-auto.com/senegal/voitures-4?&page=96","3","https://dakar-auto.com/senegal/voitures/occasion/camion-and-bus/renault/master/annonce-136563","Renault Master 2011 Dakar","Année: 2011","400000 km","Manuelle","Diesel","6 500 000 F CFA","Ref.: 136563","Plateau","Pape Ndiaye"
"1720698686-95","https://dakar-auto.com/senegal/voitures-4?&page=96","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/508/annonce-136562","Peugeot 508 2013 Dakar","Année: 2013","108000 km","Manuelle","Diesel","4 750 000 F CFA","Ref.: 136562","Mermoz Sacré-Coeur","salam ."
"1720698689-96","https://dakar-auto.com/senegal/voitures-4?&page=96","6","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/mercedes/benz/annonce-136561","Mercedes benz 1990 Dakar","Année: 1990","1 km","Manuelle","Essence","1 000 000 F CFA","Ref.: 136561","Keur Massar","Doudou Gueye"
"1720698692-97","https://dakar-auto.com/senegal/voitures-4?&page=96","4","https://dakar-auto.com/senegal/voitures/occasion/citadines/dacia/sandero/annonce-136560","Dacia Sandero 2011 Dakar","Année: 2011","162000 km","Manuelle","Hybrides rechargeables","2 700 000 F CFA","Ref.: 136560","Diamaguene Sicap Mbao","Amadou DIENG"
"1720698695-98","https://dakar-auto.com/senegal/voitures-4?&page=96","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/dacia/lodgy/annonce-136559","Dacia Lodgy 2017 Dakar","Année: 2017","130000 km","Manuelle","Essence","6 500 000 F CFA","Ref.: 136559","Diamaguene Sicap Mbao","Amadou DIENG"
"1720698698-99","https://dakar-auto.com/senegal/voitures-4?&page=96","4","https://dakar-auto.com/senegal/voitures/occasion/pick-ups/mitsubishi/doublecabine/annonce-136568","Mitsubishi DOUBLECABINE 2019 Dakar","Année: 2019","141000 km","Manuelle","Diesel","11 000 000 F CFA","Ref.: 136568","Liberté 6","David Niang"
"1720698700-100","https://dakar-auto.com/senegal/voitures-4?&page=96","3","https://dakar-auto.com/senegal/voitures/occasion/pick-ups/mitsubishi/l200-pickup/annonce-136567","Mitsubishi l200-pickup 2019 Dakar","Année: 2019","141000 km","Manuelle","Diesel","11 000 000 F CFA","Ref.: 136567","Liberté 6","David Niang"
"1720698706-101","https://dakar-auto.com/senegal/voitures-4?&page=95","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/focus/annonce-136572","Ford Focus 2014 Dakar","Année: 2014","50000 km","Automatique","Essence","4 400 000 F CFA","Ref.: 136572","Sicap Sacré Coeur","Dakar America sas"
"1720698709-102","https://dakar-auto.com/senegal/voitures-4?&page=95","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x5/annonce-136575","Bmw X5 2019 Dakar","Année: 2019","47000 km","Automatique","Essence","59 000 000 F CFA","Ref.: 136575","Mermoz Sacré-Coeur","DAKAR LUXURY CARS"
"1720698712-103","https://dakar-auto.com/senegal/voitures-4?&page=95","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/chevrolet/captiva/annonce-136574","Chevrolet Captiva 2021 Dakar","Année: 2021","19000 km","Automatique","Essence","16 000 000 F CFA","Ref.: 136574","Point-E","LATIF KARIM DAOUDA"
"1720698715-104","https://dakar-auto.com/senegal/voitures-4?&page=95","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/elantra/annonce-136573","Hyundai Elantra 2013 Dakar","Année: 2013","113204 km","Automatique","Essence","4 200 000 F CFA","Ref.: 136573","Gibraltar","Haby Diallo"
"1720698718-105","https://dakar-auto.com/senegal/voitures-4?&page=95","","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/renault/kadjar/annonce-136566","Renault Kadjar 2018 Dakar","Année: 2018","80000 km","Automatique","Essence","9 000 000 F CFA","Ref.: 136566","Diamaguene Sicap Mbao","Medoune Ndiaye"
"1720698721-106","https://dakar-auto.com/senegal/voitures-4?&page=95","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/kia/seltos/annonce-136580","Kia Seltos 2021 Dakar","Année: 2021","2471 km","Automatique","Essence","17 500 000 F CFA","Ref.: 136580","Pikine Ouest","Boubacar Diakhate"
"1720698724-107","https://dakar-auto.com/senegal/voitures-4?&page=95","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/escape-titanium/annonce-136579","Ford Escape-Titanium 2015 Dakar","Année: 2015","71000 km","Automatique","Essence","10 000 000 F CFA","Ref.: 136579","Pikine Ouest","Boubacar Diakhate"
"1720698730-108","https://dakar-auto.com/senegal/voitures-4?&page=95","6","https://dakar-auto.com/senegal/voitures/neuf/berlines-and-breaks/toyota/c-hr/annonce-136582","Toyota C-hr 2018 Dakar","Manuelle","Année: 2018","Essence","","150 000 000 F CFA","Ref.: 136582","Thiès","MAMADOU KANDJI MBAYE"
"1720698733-109","https://dakar-auto.com/senegal/voitures-4?&page=95","5","https://dakar-auto.com/senegal/voitures/occasion/camion-and-bus/toyota/hiace/annonce-136584","Toyota Hiace 2012 Dakar","Année: 2012","145650 km","Automatique","Essence","15 500 000 F CFA","Ref.: 136584","Sicap Liberté","Moustapha ."
"1720698736-110","https://dakar-auto.com/senegal/voitures-4?&page=95","4","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/rav-4/annonce-136583","Toyota Rav 4 2014 Dakar","Année: 2014","150000 km","Manuelle","Essence","10 500 000 F CFA","Ref.: 136583","Liberté 6 extension","SAMB YOUSSOU"
"1720698739-111","https://dakar-auto.com/senegal/voitures-4?&page=95","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/508/annonce-134712","Peugeot 508 2014 Dakar","Année: 2014","99000 km","Automatique","Diesel","3 900 000 F CFA","Ref.: 134712","Mermoz Sacré-Coeur","Yoursan .."
"1720698742-112","https://dakar-auto.com/senegal/voitures-4?&page=95","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/fiesta/annonce-136587","Ford Fiesta 2011 Dakar","Année: 2011","120000 km","Automatique","Essence","2 500 000 F CFA","Ref.: 136587","Liberté 6","Jean gabriel"
"1720698745-113","https://dakar-auto.com/senegal/voitures-4?&page=95","3","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/renault/clio/annonce-136586","Renault Clio 2010 Dakar","Année: 2010","155800 km","Automatique","Essence","2 650 000 F CFA","Ref.: 136586","Dieuppeul Derklé","Moustapha ."
"1720698747-114","https://dakar-auto.com/senegal/voitures-4?&page=95","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-136585","Ford Focus 2015 Dakar","Année: 2015","85000 km","Automatique","Essence","4 200 000 F CFA","Ref.: 136585","Mermoz Sacré-Coeur","Yoursan .."
"1720698763-115","https://dakar-auto.com/senegal/voitures-4?&page=95","7","https://dakar-auto.com/senegal/voitures/occasion/camion-and-bus/volkswagen/crafter-combi/annonce-136591","Volkswagen Crafter Combi 2014 Dakar","Année: 2014","200000 km","Manuelle","Diesel","11 300 000 F CFA","Ref.: 136591","Pikine Ouest","Papa Dile Gueye"
"1720698767-116","https://dakar-auto.com/senegal/voitures-4?&page=95","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/renault/oroch/annonce-136590","Renault Oroch 2019 Dakar","Année: 2019","50500 km","Manuelle","Essence","8 000 000 F CFA","Ref.: 136590","Hann Bel-Air","Fad ."
"1720698770-117","https://dakar-auto.com/senegal/voitures-4?&page=95","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-136588","Ford Edge 2018 Dakar","Année: 2018","29000 km","Automatique","Essence","11 000 000 F CFA","Ref.: 136588","Ouest Foire","GAYE AMERICAN AUTO-PARTS EXPORT"
"1720698773-118","https://dakar-auto.com/senegal/voitures-4?&page=95","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/citroen/berlingo/annonce-136594","Citroen Berlingo 2014 Dakar","Année: 2014","200000 km","Manuelle","Diesel","6 300 000 F CFA","Ref.: 136594","Pikine Ouest","Papa Dile Gueye"
"1720698776-119","https://dakar-auto.com/senegal/voitures-4?&page=95","5","https://dakar-auto.com/senegal/voitures/occasion/camion-and-bus/ford/transit/annonce-136593","Ford Transit 2022 Dakar","Année: 2022","200000 km","Manuelle","Diesel","16 000 000 F CFA","Ref.: 136593","Pikine Ouest","Papa Dile Gueye"
"1720698782-120","https://dakar-auto.com/senegal/voitures-4?&page=95","7","https://dakar-auto.com/senegal/voitures/occasion/camion-and-bus/ford/transit/annonce-136592","Ford Transit 2014 Dakar","Année: 2014","200000 km","Manuelle","Diesel","7 300 000 F CFA","Ref.: 136592","Pikine Ouest","Papa Dile Gueye"
"1720698790-121","https://dakar-auto.com/senegal/voitures-4?&page=94","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/chevrolet/orlando/annonce-136597","Chevrolet Orlando 2014 Dakar","Année: 2014","200000 km","Automatique","Diesel","6 000 000 F CFA","Ref.: 136597","Pikine Ouest","Papa Dile Gueye"
"1720698794-122","https://dakar-auto.com/senegal/voitures-4?&page=94","7","https://dakar-auto.com/senegal/voitures/occasion/camion-and-bus/renault/midlum/annonce-136596","Renault midlum 2013 Dakar","Année: 2013","200000 km","Manuelle","Diesel","13 800 000 F CFA","Ref.: 136596","Pikine Ouest","Papa Dile Gueye"
"1720698799-123","https://dakar-auto.com/senegal/voitures-4?&page=94","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/fusion/annonce-136595","Ford Fusion 2012 Dakar","Année: 2012","200000 km","Automatique","Essence","5 000 000 F CFA","Ref.: 136595","Pikine Ouest","Papa Dile Gueye"
"1720698804-124","https://dakar-auto.com/senegal/voitures-4?&page=94","4","https://dakar-auto.com/senegal/voitures/occasion/citadines/ford/figo/annonce-136599","Ford figo 2016 Dakar","Année: 2016","63200 km","Manuelle","Essence","4 300 000 F CFA","Ref.: 136599","Liberté 6 extension","François Pinto"
"1720698807-125","https://dakar-auto.com/senegal/voitures-4?&page=94","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mercedes/ml-350/annonce-136605","Mercedes ML 350 2016 Dakar","Année: 2016","69000 km","Automatique","Essence","23 500 000 F CFA","Ref.: 136605","Mermoz Sacré-Coeur","BARAKA AUTOMOBILE"
"1720698810-126","https://dakar-auto.com/senegal/voitures-4?&page=94","10","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/grandeur/annonce-136604","Hyundai Grandeur 2014 Dakar","Année: 2014","133000 km","Automatique","Essence","6 500 000 F CFA","Ref.: 136604","Mermoz Sacré-Coeur","BARAKA AUTOMOBILE"
"1720698813-127","https://dakar-auto.com/senegal/voitures-4?&page=94","8","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/elantra/annonce-136603","Hyundai Elantra 2013 Dakar","Année: 2013","120000 km","Automatique","Essence","4 300 000 F CFA","Ref.: 136603","Guédiawaye","Senegal TCS ventes et locations"
"1720698815-128","https://dakar-auto.com/senegal/voitures-4?&page=94","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x4/annonce-136612","Bmw X4 2015 Dakar","Année: 2015","79000 km","Automatique","Essence","19 000 000 F CFA","Ref.: 136612","Ouest Foire","Zou Business Dakar access"
"1720698818-129","https://dakar-auto.com/senegal/voitures-4?&page=94","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/kia/sportage/annonce-136611","Kia Sportage 2015 Dakar","Année: 2015","94000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 136611","Ouest Foire","Zou Business Dakar access"
"1720698821-130","https://dakar-auto.com/senegal/voitures-4?&page=94","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x6/annonce-136610","Bmw X6 2015 Dakar","Année: 2015","80000 km","Automatique","Essence","25 000 000 F CFA","Ref.: 136610","Ouest Foire","Zou Business Dakar access"
"1720698824-131","https://dakar-auto.com/senegal/voitures-4?&page=94","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/santa-fe/annonce-136609","Hyundai Santa Fe 2014 Dakar","Année: 2014","34210 km","Automatique","Essence","10 300 000 F CFA","Ref.: 136609","Ouest Foire","Zou Business Dakar access"
"1720698827-132","https://dakar-auto.com/senegal/voitures-4?&page=94","6","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-136608","Ford Focus 2012 Dakar","Année: 2012","95000 km","Automatique","Essence","3 100 000 F CFA","Ref.: 136608","Ouest Foire","Zou Business Dakar access"
"1720698829-133","https://dakar-auto.com/senegal/voitures-4?&page=94","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/jeep/grand-cherokee/annonce-136607","Jeep grand-cherokee 2016 Dakar","Année: 2016","100000 km","Automatique","Essence","16 500 000 F CFA","Ref.: 136607","Ouest Foire","Zou Business Dakar access"
"1720698832-134","https://dakar-auto.com/senegal/voitures-4?&page=94","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/tucson/annonce-136606","Hyundai Tucson 2016 Dakar","Année: 2016","66000 km","Automatique","Essence","11 650 000 F CFA","Ref.: 136606","Ouest Foire","Zou Business Dakar access"
"1720698835-135","https://dakar-auto.com/senegal/voitures-4?&page=94","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/nissan/maxima/annonce-136617","Nissan Maxima 2016 Dakar","Année: 2016","1 km","Automatique","Essence","7 500 000 F CFA","Ref.: 136617","Hann Maristes","Souleymane Mangane"
"1720698838-136","https://dakar-auto.com/senegal/voitures-4?&page=94","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/escape-se/annonce-136616","Ford ESCAPE-SE 2015 Dakar","Année: 2015","1 km","Automatique","Essence","8 000 000 F CFA","Ref.: 136616","Grand-Yoff","Adra fady"
"1720698841-137","https://dakar-auto.com/senegal/voitures-4?&page=94","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/highlander/annonce-136614","Toyota Highlander 2018 Dakar","Année: 2018","27726 km","Automatique","Essence","35 000 000 F CFA","Ref.: 136614","Médina","SEN BAZAR"
"1720698844-138","https://dakar-auto.com/senegal/voitures-4?&page=94","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/chevrolet/camaro/annonce-136619","Chevrolet Camaro 2015 Dakar","Année: 2015","114000 km","Automatique","Essence","9 000 000 F CFA","Ref.: 136619","Sicap Foire","Babou CISSE"
"1720698846-139","https://dakar-auto.com/senegal/voitures-4?&page=94","4","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mercedes/gle-350/annonce-136613","Mercedes Gle-350 2017 Dakar","Année: 2017","150000 km","Automatique","Essence","30 000 000 F CFA","Ref.: 136613","Mamelles","Doucoure Charles"
"1720698849-140","https://dakar-auto.com/senegal/voitures-4?&page=94","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-136532","Ford Edge 2015 Dakar","Année: 2015","165688 km","Automatique","Essence","12 500 000 F CFA","Ref.: 136532","Sicap Foire","Babou CISSE"
"1720698855-141","https://dakar-auto.com/senegal/voitures-4?&page=93","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/tucson/annonce-136623","Hyundai Tucson 2013 Dakar","Année: 2013","95000 km","Automatique","Essence","7 900 000 F CFA","Ref.: 136623","Yoff","SERTE AUTOMOBILE"
"1720698858-142","https://dakar-auto.com/senegal/voitures-4?&page=93","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/escape-se/annonce-136622","Ford ESCAPE-SE 2011 Dakar","Année: 2011","177000 km","Automatique","Essence","5 900 000 F CFA","Ref.: 136622","Yoff","SERTE AUTOMOBILE"
"1720698861-143","https://dakar-auto.com/senegal/voitures-4?&page=93","6","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/nissan/altima/annonce-136621","Nissan Altima 2012 Dakar","Année: 2012","1 km","Automatique","Essence","2 999 999 F CFA","Ref.: 136621","Yoff","SERTE AUTOMOBILE"
